,序号,旅行社中文名称,地址,许可证编号,固定电话,传真号码,邮政编码,经度,纬度
1144,1145,乐山文广旅游有限公司,乐山市市中区人民南路211号1楼,L-SC-L00069,0833-2635092,0833-2155177,614000,29.591566,103.495512
1145,1146,峨眉山翔云国际旅行社有限公司,峨眉山市名山路东段412号世纪阳光大酒店（商务中心）,L-SC-L00066,13540578555,0833-5331899,614000,29.597790,103.480397
1146,1147,峨眉山途家旅行社有限责任公司,峨眉山市绥山镇佛光南路（华生酒店内）,L-SC-L00065,15681318866,0833-5098899,614000,29.575062,103.461526
1147,1148,峨眉山天翔旅行社有限公司,峨眉山市峨山镇名山路南段377号,L-SC-L00064,13990676880,0833-5164051,614000,29.546150,103.775116
1148,1149,乐山锦程假日国际旅行社有限公司,乐山市市中区篦子街121号,L-SC-L00063,18990627200,0833-2102900,614000,29.599174,103.742134
1149,1150,乐山开拓者旅行社有限公司,乐山市市中区白燕路411号,L-SC-L00062,13881317771,0833-2278777,614000,29.595444,103.493629
1150,1151,峨眉山神州国际旅行社有限公司,峨眉山市绥山镇大佛南路125号,L-SC-L00061,13890636000,0833-5530169,614000,29.534245,103.736638
1151,1152,乐山市兴怡国际旅行社有限公司,乐山市市中区泊水街71、73号,L-SC-L00060,13981343288,0833-2105038,614000,28.836285,103.546785
1152,1153,乐山市田园风景国际旅行社有限公司,乐山市市中区车子镇惠安路234号1幢2单元,L-SC-L00058,0833-2598831,0833-2599230,614000,29.553530,103.765507
1153,1154,马边飞天旅行社有限公司,马边民建镇新建街294号,L-SC-L00057,18990656167,0833-4511882,614000,29.593345,103.488028
1154,1155,乐山市海天旅行社有限责任公司,乐山市市中区宝马巷9号1幢1楼1号,L-SC-L00056,15397666110,0833-2340998,614000,29.597484,103.756949
1155,1156,峨眉山市和乐国际旅行社有限公司,峨眉山市绥山镇洪椿路36幢26、28、30号,L-SC-L00055,18990680068,0833-5546688,614000,29.591033,103.493259
1156,1157,峨眉山市锐锋旅行社有限公司,峨眉山市绥山镇佛光南路276号,L-SC-L00053,18981317969,0833-5526555,614000,29.559613,103.773738
1157,1158,峨眉山万象假日国际旅行社有限公司,峨眉山市绥山镇大佛南路111号,L-SC-L00050,13990690658,,614000,29.595444,103.493629
1158,1159,乐山岷江旅行社有限公司,乐山市市中区嘉定坊B区1号商铺,L-SC-L00048,2411169,0833-2411169,614000,29.202752,103.949024
1159,1160,犍为百川假日旅行社有限公司,犍为县玉津镇凤凰路北段887号,L-SC-L00047,2290929,0833-2290939,614000,29.561488,103.762937
1160,1161,四川和洋国际旅行社有限公司,乐山市市中区人民南路274号附10号,L-SC-L00045,13980268436,0833-2696288,614000,29.607402,103.742051
1161,1162,峨眉山市畅游天下旅行社有限公司,峨眉山市白龙南路13号,L-SC-L00044,13508156645,0833-5552727,614000,29.596308,103.490421
1162,1163,乐山市九天旅行社有限公司,四川省乐山市市中区碧山路598号10幢1-2楼,L-SC-L00040,0833-2489999,0833-2489999,614000,29.597310,103.750187
1163,1164,乐山市鼎承旅行社有限责任公司,乐山市市中区大石桥,L-SC-L00030,13540554222,0833-2301432,614000,28.772604,105.372703
1164,1165,泸州市纳溪区早春旅行社有限责任公司,泸州市纳溪区友谊路246号（原纳溪区安富友谊路）,L-SC-E00029,,0830-4127103,646000,28.904540,105.436258
1165,1166,泸州新辰国际旅行社有限公司,泸州市龙马潭区蜀泸大道27号5号楼5层1单元508号,L-SC-E00013,13018152139,0830-2525885,646000,28.897783,105.424483
1166,1167,泸州市百事通国际旅行社有限公司,泸州市龙马潭区龙南路16号1幢7号,L-SC-E00023,0830-2590222,0830-2390032,646000,28.875162,105.436126
1167,1168,泸州市天益旅行社有限公司,泸州市江阳区江阳西路25号1层,L-SC-E00020,3171125,0830-3158401,646000,29.797632,102.842341
1168,1169,四川省伊美林旅行社有限公司,泸州市江阳区江阳南路14号楼,L-SC-E00011,3200818,0830-3121877,646000,28.872212,105.441834
1169,1170,雅安市荥经龙苍沟旅行社有限公司,荥经县严道镇繁荣街下街33号,L-SC-00006,13320606910,7632311,625000,30.017702,103.048582
1170,1171,雅安同盛旅行社有限公司,雅安市雨城区青年路53号2幢1单元26楼5号,L-SC-T00018,13981605566,2229877,625000,30.004473,103.032030
1171,1172,雅安康辉旅行社有限公司,雅安市雨城区沙湾路357号,L-SC-T00017,13551552002,2350866,625000,29.347695,104.765120
1172,1173,自贡市光大旅行社有限公司,自贡市自流井区新民街居委会东方广场2栋2层3号,L-SC-C00002,18909003333,2106622,643000,29.340965,104.772804
1173,1174,自贡假日国际旅行社有限责任公司,自贡自流井区新街新世纪广场东区1层,L-SC-C00024,13990002006,0813-2117383,643000,31.457541,104.719323
1174,1175,自贡金五环国际旅行社有限公司,四川省自贡市自流井区梨园居委会13组二期E栋底层3号、2层3号房,L-SC-C00025,13990080990,2208619,643000,29.353084,104.770502
1175,1176,四川乐行天下国际旅行社有限公司,绵阳市临园路西段25号王子大酒店,L-SC-B00030,2666599,0816-2310318,621000,31.467735,104.739005
1176,1177,四川亚晖国际旅行社有限责任公司,绵阳市涪城区剑南路西段26号,L-SC-B00021,13700963026,0816-2827805,621000,26.561758,101.735368
1177,1178,四川去哪儿网国际旅行社有限公司,攀枝花市东区奥林匹克购物中心D座4楼（电商产业园内）,L-SC-D00027,2825651,,617000,26.890743,102.109652
1178,1179,攀枝花市花城假日旅行社,攀枝花市东区竹湖园广场西侧,L-SC-D00026,13908144488,,617000,26.563819,101.703946
1179,1180,攀枝花市宇辉旅行社有限公司,攀枝花市东区攀枝花大道东段76号1栋3单元6号,L-SC-D00023,3347129,,617000,26.579942,101.716336
1180,1181,攀枝花市大自然旅行社有限责任公司,四川省攀枝花市米易县攀莲镇府城路75号,L-SC-D00022,0812-8311322,,617000,26.596432,101.638068
1181,1182,攀枝花市山水假日旅行社有限责任公司,攀枝花市东区炳草岗邮政大楼大厅,L-SC-D00020,13684276519,0812-3320605,617000,26.580418,101.721544
1182,1183,攀枝花市三维金沙旅行社有限责任公司,清香坪光明村,L-SC-D00011,13547608319,,617000,26.499143,101.733353
1183,1184,攀枝花教育旅行社有限公司,攀枝花市东区攀枝花大道东段148号3幢二单元2号,L-SC-D00009,3350626,,617000,26.563819,101.703946
1184,1185,攀枝花市森林旅行社有限责任公司,攀枝花市东区攀枝花大道东段563号,L-SC-D00007,0812-3339241,,617000,26.581044,101.720595
1185,1186,攀枝花市苏铁旅行社有限责任公司,四川省攀枝花市仁和区仁和广场下广场3号木屋（自主申报）,L-SC-D00006,3314075,,617000,30.500400,105.598005
1186,1187,攀枝花市西蜀旅行社有限责任公司,攀枝花市东区人民街33号,L-SC-D00003,13980347676,,617000,32.423421,105.862416
1187,1188,遂宁兰博园旅行社有限公司,遂宁市船山区明霞路513号南滨帝景A区4层3号营业房,L-SC-J00020,13999893916,0825-2826188,629000,32.436388,105.835609
1188,1189,广元市旅游集团旅行有限公司,广元市利州区东坝办事处滨河路滨江国际1幢14-1号,L-SC-H00021,0839-5289999,,628000,32.392311,105.928948
1189,1190,广元阳光假日旅行社有限公司,广元市利州区嘉陵办事处利州东路一段全保公司综合楼第三层,L-SC-H00020,13096466660,0839-3322288,628000,32.577995,105.244108
1190,1191,广元女皇旅行社有限公司,广元市利州区工农镇女皇温泉山居一期接待中心,L-SC-H00019,13981201746,,628000,32.430017,105.870953
1191,1192,中核八二一广元运业有限公司,广元市利州区大石镇,L-SC-H00018,13908122739,,628000,32.435347,105.834964
1192,1193,青川县川浙旅业旅游有限公司,青川县乔庄镇东山小区,L-SC-H00016,7201178,0839-7201178,628000,32.425189,105.868048
1193,1194,广元中旅国际旅行社有限责任公司,广元市利州东路一段230号,L-SC-H00006,13908127713,,628000,32.354838,106.843281
1194,1195,广元国际旅行社,广元市利州区苴国路876号广元国际大酒店一楼,L-SC-H00001,13518320672,,628000,27.925086,101.281141
1195,1196,南江同盟旅行社有限责任公司,四川省巴中市南江县南江镇光雾山大道朝阳段三古街8号楼四楼,L-SC-Y00021,0827-8617878,,636000,27.872983,102.255626
1196,1197,西昌邛海之春旅行社有限责任公司,西昌市凉山体育宾馆,L-SC-W00045,13980459134,3333331,615000,27.869919,102.264472
1197,1198,木里县贡嘎旅行社有限责任公司,四川省凉山彝族自治州木里藏族自治县乔瓦镇扎昌街52-68号,L-SC-W00038,6525888,6525186,615000,27.890688,102.262088
1198,1199,西昌五彩月城旅行社有限公司,四川省凉山彝族自治州西昌市西城片区胜利南路二段2号大桥水电综合楼四层8号,L-SC-W00037,13880266681,2586666,615000,27.408359,102.180387
1199,1200,凉山阿惹妞国际旅行社有限公司,西昌市三岔口南路317号火把广场,L-SC-W00042,0834-8888996,2180116,615000,27.961914,102.191294
1200,1201,凉山州游天下旅行社有限责任公司,四川省西昌市马水河名店街5栋二楼7号,L-SC-W00040,13158555251,3225067,615000,27.888626,102.261410
1201,1202,凉山州昌达旅行社有限责任公司,德昌县凤凰大道111号,L-SC-W00034,13378373364,5282273,615000,27.886509,102.262342
1202,1203,凉山风情旅行社有限责任公司,西昌市西门坡（农垦宾馆）,L-SC-W00011,3227799,3228399,615000,31.341327,104.194470
1203,1204,西昌东方航天旅游有限公司旅行社,西昌市龙眼井街2号,L-SC-W00018,8342191871,3227887,615000,31.126489,104.394525
1204,1205,凉山日报龙腾旅游文化传媒有限责任公司,西昌市北街20号,L-SC-W00013,13002800505,3282308,615000,30.979495,104.278025
1205,1206,西昌维克假日国际旅行社有限责任公司,西昌市长安东路8号,L-SC-W00027,18181272700,3226666,615000,31.124203,104.395325
1206,1207,西昌鑫龙旅行社有限责任公司,西昌市长安东路25号,L-SC-W00028,8889888,3236688,615000,31.128286,104.386303
1207,1208,绵竹剑南春大唐国酒旅行社有限公司,绵竹市剑南老街24号,L-SC-F00046,13708107596,,618000,31.126489,104.394525
1208,1209,四川三星堆国际旅行社有限公司,四川省德阳市广汉市岳阳路东段108号附27号金领华庭7幢营业房,L-SC-F00025,5222333,,618000,28.311871,105.217024
1209,1210,四川小宝荐国际旅行社有限责任公司,四川省德阳市区长江西路一段212号,L-SC-F00049,18683810000,,618000,29.346193,104.714202
1210,1211,四川幸福路上国际旅行社有限责任公司,四川省德阳市区东外街89号2栋1层,L-SC-F00048,18990235111,,618000,29.641939,102.125593
1211,1212,德阳旌城假日旅行社有限公司,四川省德阳市长江西路西城商贸中心E座壹座壹单元18号,L-SC-F00026,13678386655,,618000,29.647341,102.122722
1212,1213,四川天马自在行旅行社有限责任公司,四川省德阳市区泰山路39号C区206室,L-SC-F00016,2311239,,618000,29.354396,104.774762
1213,1214,德阳阳光国际旅行社有限公司,四川省德阳市长江西路一段142号1栋6楼06号,L-SC-F00002,2223338,,618000,29.348059,104.777566
1214,1215,四川五粮液旅行社有限责任公司,宜宾市翠屏区岷江西路150号,L-SC-Q00043,0831-3688156,无,644000,29.325216,104.786436
1215,1216,兴文县印象石海旅行社有限责任公司,宜宾市兴文县苗城印象1号楼1-2-239、1-2-240,L-SC-Q00042,8318622118,0831-8999999,644000,29.324964,104.770003
1216,1217,甘孜州海螺沟冰川阳光旅行社有限责任公司,甘孜州泸定县磨西镇贡嘎大道景区管理局办公楼303室,L-SC-V00015,0836-3268277,,626700,29.352534,104.774865
1217,1218,甘孜州跑马山旅行社有限公司,泸定县磨西镇海螺饭店,L-SC-V00004,0836-3266269,,626700,29.355278,104.777314
1218,1219,自贡市康辉国际旅行社有限公司,自贡市贡井区筱溪街盐马路,L-SC-C00008,13990029912,0813-3318169,643000,30.101559,104.639454
1219,1220,自贡市巅峰国际旅行社有限公司,四川省自贡市自流井区春华1栋1单元附3号（限于行政办公和通讯联络使用）,L-SC-C00019,0813-2102119,0813-2104119,643000,29.327693,104.777546
1220,1221,自贡青旅旅行社有限公司,自贡市自流井区解放桥社区22组簸米湾综合楼18栋1层8号,L-SC-C00018,18990011116,2205566,643000,28.752239,104.652777
1221,1222,自贡市蓝天龙城旅行社有限公司,四川省自贡市自流井区兴川南街南湖公馆2栋（-1）-5铺,L-SC-C00017,13808150456,8226660,643000,28.769683,104.624358
1222,1223,自贡熊猫青年旅行社有限公司,四川省自贡市自流井区汇川路银海.金域国际10栋1层1-1铺,L-SC-C00016,18909003022,8132115088,643000,28.690068,104.533244
1223,1224,自贡汇东海德旅行社有限公司,四川省自贡市汇东路东段16号(汇东大酒店一楼),L-SC-C00014,8288301,8288625,643000,28.770046,104.624877
1224,1225,自贡市海峡旅行社有限公司,自贡市自流井区檀木林街75号,L-SC-C00012,13038105342,0813-2408586,643000,28.769102,104.625170
1225,1226,自贡神州国际旅行社有限责任公司,四川省自贡市自流井区丹桂大街6号宏丰·财富名都1栋2-10铺,L-SC-C00010,18990089982,,643000,28.783758,104.666943
1226,1227,自贡市交通国际旅行社有限责任公司,自贡市自流井区丹桂大街309号汽车客运站C区,L-SC-C00005,0813-3231666,,643000,28.756300,104.650109
1227,1228,自贡中国国际旅行社,自流井区塘坎上路2号,L-SC-C00001,2205629,2207313,643000,28.743503,104.638147
1228,1229,安岳县龙象文化旅游有限公司,四川省资阳市安岳县岳阳镇学沟湾路306号21栋一楼5号,L-SC-M00001,13982901183,,641300,28.744430,104.624015
1229,1230,四川省资阳青年旅行社,资阳市和平路南段68号,L-SC-M00009,26218877,,641300,28.768973,104.626210
1230,1231,四川资阳雁通旅行社有限公司,资阳市雁江区书台路528号,L-SC-M00006,6205333,,641300,28.769227,104.619333
1231,1232,四川省宜宾阳光亲情旅行社有限责任公司,长宁县万岭镇小桥,L-SC-Q00002,4980328,0831-4980328,644000,28.758336,104.647163
1232,1233,宜宾都市自游人旅行社有限公司,四川省宜宾市叙州区南岸东区文光路39号禾田小区C幢1层13号,L-SC-Q00039,13518451734,8250355,644000,30.106695,103.107758
1233,1234,宜宾假日旅行社有限公司,宜宾市翠屏区都长街57号,L-SC-Q00034,8241555,0831-8242666,644000,29.980190,102.999966
1234,1235,宜宾四海国际旅行社有限公司,四川省宜宾市叙州区叙州区BQ15-03地块3号楼19F,L-SC-Q00038,0831-4969626,0831-4969626,644000,29.984125,103.004545
1235,1236,宜宾新领路旅游服务有限公司,四川省宜宾市叙州区朱家坡路1号缇香湾小区17幢1单元1层s2号,L-SC-Q00032,8033222,,644000,29.986616,103.009009
1236,1237,宜宾飞雁旅行社有限责任公司,宜宾市都长街44号2楼,L-SC-Q00026,8231222,8225184,644000,30.870628,105.381898
1237,1238,宜宾丽景国际旅行社有限责任公司,宜宾市翠屏区小碑巷4号1层27号附1号,L-SC-Q00025,13056656056,0831-7881997,644000,29.991046,103.000862
1238,1239,宜宾竹海风情旅游有限公司,宜宾市人民路106号和谐宾馆104－105室,L-SC-Q00022,8201855,5201615,644000,30.871605,105.384721
1239,1240,宜宾市锦绣国际旅行社有限责任公司,宜宾市翠屏区中山街77号,L-SC-Q00020,0831-8249555,0831-8238586,644000,30.505861,105.574788
1240,1241,宜宾市方舟国际旅行社有限责任公司,宜宾市南岸西区鲁能山水原著7撞3001号,L-SC-Q00017,8213111,0831-8247718,644000,29.604871,105.042184
1241,1242,宜宾新亚旅行社有限责任公司,宜宾南岸航天路中段西侧（3、4号门市）,L-SC-Q00015,2338771,2323330,644000,30.538935,105.563436
1242,1243,四川百盛国际旅行社有限责任公司,宜宾市翠屏区南岸航天路中段宜都莱茵河畔丽江湾罗曼大道39-40幢附1幢1-2层1号附7,L-SC-Q00014,15680393030,0831-8218613,644000,30.509925,105.577421
1243,1244,四川沈心国际旅行社有限责任公司,四川省宜宾市黄桷坪路220号滨城尚都A4幢1层2号,L-SC-Q00013,0831-8770888,8318219499,644000,30.600684,105.239372
1244,1245,宜宾市春之旅旅行社有限责任公司,宜宾市鲁家园小区16号1单元1号,L-SC-Q00012,0831-8232776,0831—8232976,644000,26.576643,101.709573
1245,1246,宜宾青年旅行社有限责任公司,宜宾市翠屏区南岸西区A-22地块碧竹山庄1幢负1层11号,L-SC-Q00010,7010444,0831-8223035,644000,26.529888,101.827067
1246,1247,宜宾山水旅行社有限责任公司,宜宾市翠屏区中山街10号2单元1层1号,L-SC-Q00009,8227115,82329915,644000,26.578663,101.724599
1247,1248,宜宾凤凰旅行社有限责任公司,宜宾市翠屏区抗建路19号,L-SC-Q00008,18990903605,8207788,644000,26.579786,101.720628
1248,1249,宜宾春秋旅行社有限责任公司,宜宾市翠屏区中心路116号2层附2号,L-SC-Q00005,2226670,0831-2225219,644000,26.563819,101.703946
1249,1250,宜宾康辉旅行社有限责任公司,宜宾市翠屏区北操场2栋4层401、408,L-SC-Q00003,8245268,0831-8211350,644000,26.579809,101.718676
1250,1251,雅安三雅旅行社有限公司,四川省雅安市雨城区临江路14号“滨河花苑”5栋1层4号,L-SC-T00010,13508169966,0835-2239858,625000,26.578257,101.717450
1251,1252,雅安市西南茶文化旅行社有限公司,雅安市名山区蒙阳镇江边街53号,L-SC-T00012,13551558568,3228376,625000,26.585059,101.719118
1252,1253,雅安人和旅行社有限责任公司,雅安市雨城区人民路66号,L-SC-T00013,0835-2245598,0835-2245858,625000,26.580727,101.716707
1253,1254,雅安鑫阳光旅行社有限公司,雅安市沿江东路4号,L-SC-T00009,0835-2239888,0835-2239899,625000,31.571063,105.976992
1254,1255,雅安黄金假日旅行社有限公司,四川省雅安市雨城区河北正街1号1栋2楼3号,L-SC-T00003,0835-2627777,0835-2625666,625000,31.573073,105.973592
1255,1256,射洪天缘旅行社有限责任公司,射洪县太和镇新阳街506号,L-SC-J00016,13909069658,0825-6621198,629000,31.575426,105.982148
1256,1257,遂宁市卓唯旅行社有限公司,大英县蓬莱镇新城区卓筒大道（林业局）,L-SC-J00006,0825-7825638,0825-7825638,629000,31.575776,105.971958
1257,1258,雅安清新旅行社有限公司,四川省雅安市雨城区沿江北路13、14号,L-SC-T00002,8352633299,2630988,625000,31.581235,105.971607
1258,1259,射洪太和旅行社有限公司,射洪县太和镇人民街226号,L-SC-J00003,6621345,6625353,629000,31.576295,105.976995
1259,1260,内江大千印象旅行社有限公司,内江市东兴区汉安大道西内江万达广场A区1#楼幢2单元第10层2-10-21号,L-SC-K00016,13628138686,0832-2051119,641000,31.522131,106.403814
1260,1261,四川宏缘旅行社有限公司,遂宁市开发区北兴街246号松涛公寓1层25号,L-SC-J00018,13350201018,2393836,629000,30.988352,105.891311
1261,1262,遂宁市梦之旅旅行社有限公司,遂宁市船山区育才西路102号,L-SC-J00012,2226566,0825-2226566,629000,31.351752,106.055586
1262,1263,遂宁市惠源职工旅行社有限公司,遂宁市船山区北辰街65号工人文化宫内,L-SC-J00010,0825-2254537,2688134,629000,30.789658,106.113542
1263,1264,遂宁市天怡旅行社有限责任公司,遂宁市遂州中路27号新华酒店4楼,L-SC-J00009,2222567,2218567,629000,30.804556,106.071174
1264,1265,遂宁市青年国际旅行社有限公司,遂宁市船山区遂州中路116号金帝花园办公楼3号,L-SC-J00002,2261551,0825-2261552,629000,31.353407,106.071068
1265,1266,攀枝花市健民旅行社有限公司,攀枝花市西区苏铁中路315-1号楼,L-SC-D00025,13518419958,,617000,30.794143,106.083520
1266,1267,攀枝花青年旅行社有限责任公司,攀枝花市东区炳草岗大街230号2栋5-1号,L-SC-D00019,13908141697,,617000,30.800941,106.082787
1267,1268,攀枝花市暖冬旅行社有限公司,攀枝花市东区湖光东街6附2-8号,L-SC-D00021,13350549526,,617000,30.802386,106.092900
1268,1269,攀枝花太阳风旅行社有限责任公司,攀枝花市仁和区金江彩虹路42号,L-SC-D00016,13882332199,,617000,30.797638,106.075239
1269,1270,四川阳光花城集团格萨拉旅行社有限公司,攀枝花市东区竹园巷4号1栋4单元4号,L-SC-D00018,2241188,,617000,30.795933,106.087254
1270,1271,攀枝花市风情旅行社,攀枝花市东区攀枝花大道东段493附1号2楼,L-SC-D00015,3320892,,617000,30.792034,106.087116
1271,1272,攀枝花市阳光假日旅行社有限公司,攀枝花市东区攀枝花大道东段600号（北京华联超市内）,L-SC-D00012,13037720036,,617000,30.802931,106.088369
1272,1273,攀枝花市四方旅行社有限责任公司,攀枝花市东区新华街东方新天地B幢204、205号,L-SC-D00010,13908141140,,617000,30.795701,106.085220
1273,1274,攀枝花市蓝天旅行社,攀枝花市东区攀枝花大道东段813号,L-SC-D00008,2223430,,617000,30.788291,106.089649
1274,1275,攀枝花国际旅行社有限责任公司,攀枝花市东区人民街68号,L-SC-D00001,18908149610,,617000,30.796718,106.086510
1275,1276,四川阆中淳风旅行社有限公司,阆中市草堂寺2号,L-SC-R00055,0817-6368668,,637000,30.795903,106.090806
1276,1277,阆中风水旅行社,阆中市大东街100号,L-SC-R00041,18990873777,,637000,30.793774,106.086593
1277,1278,阆中中天旅行社有限公司,四川省南充市阆中市保宁镇通济渠街2号,L-SC-R00035,6235511,,637000,30.789976,106.086626
1278,1279,四川阆中馨月旅行社有限公司,阆中市寿山寺东街8号,L-SC-R00031,8176221006,8176223348,637000,30.795977,106.086395
1279,1280,阆中古城旅行社有限公司,阆中市内东街18号,L-SC-R00020,6230333,,637000,30.797675,106.087080
1280,1281,四川阆中海天旅行社有限公司,四川省南充市阆中市新村路东段35号福禄巷38号,L-SC-R00013,6222111,,637000,29.332034,105.295164
1281,1282,四川省阆中绿野旅行社有限公司,四川省阆中市天上宫街11号,L-SC-R00010,13990849868,,637000,30.806530,106.102566
1282,1283,仪陇帅乡旅行社,仪陇县金城镇西寺街139号,L-SC-R00006,7223015,,637000,29.769014,104.843680
1283,1284,西充县巴蜀旅行社有限公司,四川省西充县晋城镇天宝路410号,L-SC-R00019,18990879337,,637000,31.214198,107.501047
1284,1285,四川同光实业有限公司金龙旅行社,阆中市商城路10号,L-SC-R00004,6269809,,637000,32.440086,105.819705
1285,1286,四川锦华旅行社有限公司,南充市高坪区华诺国际三区1幢1单元804号,L-SC-R00051,13350409310,0817-3333996,637000,31.126695,104.393087
1286,1287,四川康泰旅行社有限公司,南部县蜀北办事处蜀北大道122号,L-SC-R00018,0817-5685171,,637000,29.775843,104.845196
1287,1288,四川省南部阳光旅行社有限责任公司,南部县滨江街道柳林广场12、14号,L-SC-R00017,5581566,,637000,31.129544,104.408757
1288,1289,四川省南充四海旅行社有限责任公司,南充市顺庆区花市街83号,L-SC-R00015,2232223,2235223,637000,31.124939,104.386275
1289,1290,南充市林业旅行社有限公司,顺庆区玉带北路二段47号,L-SC-R00023,0817-2899973,,637000,31.123578,104.400677
1290,1291,南充润业旅行社有限公司,顺庆区新月街3号2幢底层5号,L-SC-R00054,,,637000,31.781909,104.745830
1291,1292,智灵旅行社,顺庆区金鱼岭路60号2楼,L-SC-R00057,18080300312,,637000,31.126057,104.390410
1292,1293,四川爱去哪国际旅行社有限公司,南充市顺庆区人民北路1层58、60号,L-SC-R00049,8172700084,,637000,31.613897,104.461868
1293,1294,南充红日旅行社有限公司,四川省南充市顺庆区北湖路32号,L-SC-R00048,13696211878,,637000,31.763697,104.751361
1294,1295,南充风光旅行社有限公司,南充市顺庆区宁安巷176号,L-SC-R00046,18990813378,,637000,31.538497,104.560930
1295,1296,四川乐天国际旅行社有限公司,顺庆区文化路164号2层45号,L-SC-R00044,0817-2605200,0817-2519219,637000,31.464025,104.745530
1296,1297,南充鸿运旅行社有限公司,南充市顺庆区人民南路49号,L-SC-R00040,13890756899,,637000,31.466610,104.748878
1297,1298,南充环宇旅行社有限公司,顺庆区文化路38号1幢5楼502号,L-SC-R00028,18990806617,,637000,31.457224,104.752056
1298,1299,南充山川旅行社有限公司,顺庆区人民中路242号3层2号,L-SC-R00025,22389677,,637000,31.459649,104.748353
1299,1300,南充东方旅行社有限公司,南充市顺庆区和平东路176号,L-SC-R00026,0817-2800055,,637000,31.468427,104.749746
1300,1301,南充市诚信旅行社有限公司,顺庆区模范街207号一层,L-SC-R00022,2221313,,637000,31.659229,105.176160
1301,1302,南充北湖宾馆旅行社有限公司,文化路301号1楼附1号(北湖宾馆),L-SC-R00024,13990754777,,637000,31.453255,104.720216
1302,1303,南充光大旅行社有限公司,顺庆区文化路196号1幢1单元1层1号,L-SC-R00014,2226002,,637000,31.459649,104.748353
1303,1304,四川省正大国际旅行社有限公司,南充市文化路132号,L-SC-R00009,2311113,2318712,637000,31.463093,104.747123
1304,1305,南充环旅国际旅行社有限公司,南充市顺庆区五星街盛华堂大厦3T012,L-SC-R00011,2265888,,637000,31.467216,104.736198
1305,1306,南充市天马旅行社有限公司,南充市顺庆区人民中路二号,L-SC-R00012,2222273,,637000,31.479309,104.733219
1306,1307,四川南充假日旅行社有限公司,南充市文化路228号香港新城1幢3楼2号,L-SC-R00008,13890877738,0817-2223033,637000,31.462000,104.742880
1307,1308,四川省南充青年旅行社有限公司,南充市顺庆区人民中路22号21幢2层6号,L-SC-R00007,0817-2252428,,637000,31.465456,104.685053
1308,1309,南充北湖旅行社有限公司,南充市顺庆区延安路383号1幢1层44号,L-SC-R00005,15328861010,,637000,31.464558,104.743042
1309,1310,南充果州旅行社有限公司,南充市顺庆区育英路105号2楼,L-SC-R00002,0817-2233166,0817-2244649,637000,31.455934,104.715757
1310,1311,隆昌青年旅行社有限责任公司,隆昌市金鹅镇新华街鹅江花园五号楼九号,L-SC-K00007,0832-3931333,0832-8332777,641000,31.458512,104.748101
1311,1312,四川省隆昌旅行社有限责任公司,隆昌县金鹅镇隆泸大道291号,L-SC-K00006,3930098,0832-3930099,641000,31.459671,104.747913
1312,1313,资中信天游旅行社有限公司,资中县重龙镇河坝街11号,L-SC-K00014,13696041777,,641000,30.055992,103.835138
1313,1314,资中青年旅行社有限责任公司,资中县苌弘路88号（原重龙镇桥南路）,L-SC-K00012,0832-5601234,0832-5601919,641000,30.053413,103.836523
1314,1315,资中县飞翔旅行社有限公司,资中县老干局茶园内,L-SC-K00008,0832-5510298,,641000,28.039242,105.810984
1315,1316,达州凤凰国际旅行社有限公司,通川区来凤路65号1幢1单元2号,L-SC-S00033,0818-5988555,0818-5986066,635000,28.820630,105.819951
1316,1317,四川万景国际旅行社有限责任公司,广元市利州区上河街112号,L-SC-H00014,0839-3240199,,628000,28.041353,105.817909
1317,1318,四川蓝天旅行社有限责任公司,四川省德阳市文庙商业广场文沁楼8单元301号,L-SC-F00015,2228881,,618000,30.561198,104.270637
1318,1319,德阳新世纪旅行社有限责任公司,四川省德阳市区凉山路16号彩泉花园B－318号,L-SC-F00037,0838-2206886,,618000,28.890533,105.424994
1319,1320,德阳银河旅行社有限公司,四川省德阳市沂河街171号（晶熙大酒店大厅内）,L-SC-F00018,8079799,,618000,28.895785,105.426968
1320,1321,四川旌湖海外国际旅行社有限公司,四川省德阳市文庙广场2号商住楼2-6-4号,L-SC-F00011,2221119,,618000,28.892784,105.451219
1321,1322,德阳市环宇国际旅行社有限公司,四川省德阳市蓥华南路一段80号1栋1层S1-2号,L-SC-F00008,0838-2222586,,618000,28.893733,105.372960
1322,1323,德阳华泰旅行社有限公司,四川省德阳市泰山南路220号,L-SC-F00005,2203888,,618000,28.871416,105.422218
1323,1324,德阳市蜀运旅行社有限公司,四川省德阳市区蓥华北路中段滨河佳苑1幢1号,L-SC-F00040,2852888,,618000,28.883034,105.452000
1324,1325,四川海墁国际旅行社有限公司,四川省德阳市区长江西路中段211号1幢416号,L-SC-F00001,2221155,,618000,28.885860,105.452494
1325,1326,江油畅游旅行社有限公司,江油市中坝镇东胜路137、139号,L-SC-B00039,13340886799,0816-3228778,621000,28.874381,105.436712
1326,1327,江油阳光旅行社有限公司,江油市顺辉购物广场1幢2楼11-12号门面,L-SC-B00036,0816-3271003,0816-3271116,621000,27.884607,102.266078
1327,1328,北川羌族自治县民族旅行社有限公司,北川羌族自治县永昌镇白沙街22号,L-SC-B00044,13350005682,0816-4827880,621000,27.870637,102.261606
